true_label,predicted_label,resume_text,job_description_text
0,1,career overviewmeticulous senior software test analyst undertakes complex assignment meet rigid deadline delivers superior performance posse practical knowledge analyzing bank payment applies strong technical analytical skill inform senior management client technology key issue application help client providing good recommendation operates strong sense urgency thrives fast paced setting qualificationsjava sql plsql htmlapplications hp quality centre ibm mainframe asvisual studio vmware pro msoffice tableau m visio edraw mysql m access oracle sql developeroperating system proficient window linux ubuntu fedoracertification international software testing qualification board istqb six sigma m sql aacademic project store management systemstrong analytical skillsstructured query language sql expertinformation securityproject managementunixlinuxstrong collaborative skillsdocument managementtestingoptimizing performance tuningexcellent problem solving skill work experiencetosenior software test analystconduent incorporatednew castleindeveloped store management system javafx using eclipse standard edition scenebuilder creating front interface used mysql database back endcreated using mvc model view controller architectureimplemented crud functionality object oriented feature inheritance polymorphism encapsulation professional experience project title world link world link deal crossborder fund transfer electronic payment order delivered beneficiary bank using world link global account structureworld link payment service enables issue payment via wire transfer currenciesproject title automated clearing house ach automated clearing house ach electronic network financial transaction united statesach process large volume credit debit transaction batchesach credit transfer include direct deposit payroll vendor paymentsproject title edi electronic data interchange citi make payment via edi ieelectronic data interchange two partiesthis secure costeffective way manage global filebased payment around world round clockit promotes straightthrough processing environment via single delivery channel augmented automated delivery transaction status informationroles responsibility organized conference call training session walkthrough client senior management developer plan project activity understand business requirement testing methodassisted client testing team creating business process flow diagram use case diagram using m visio provided power point presentation enthusiastically participated creating test plan document business technology documented managed objective priority deliverable also involved creating test strategy inform manager testing team approach implement,arefounded gatik leader autonomous middle mile logistics deliver good safely efficiently using medium duty truck focus shorthaul bb logistics fortune customer walmart loblaw gatik enables customer optimize hubandspoke operation enhance service level product flow across multiple location reducing labor cost meeting unprecedented expectation faster delivery rolewe seeking passionate staff software engineer strong fundamental software development practice expert c language productionoriented environment ideal candidate highly experienced c developer passion enabling world first safe reliable efficient network autonomous vehicle partner research software engineer design develop test validate av feature autonomous fleet role onsite day week mountain view office youll dodesign implement integrate support realtime missioncritical software gatiks autonomy stackwork research engineer develop maintainable testable robust software designsarchitect implement solution complex issue component partitioned across large software stackbe forefront guiding ensuring best sdlc practice contributing improving safety core autonomy stackcollaborate infrastructure devops team efficient secure scalable software delivery network gatiks autonomous fleetguide mentor autonomy researcher algorithm developer make sure component running efficiently optimal compute memory usagereview refine technical requirement translate highlevel design plan support development safe av technologyconduct code design review advise technical matterswhat looking forbachelors degree computer science robotics related degreemasters phd degree preferred
0,2,profileactively seeking full time opportunity computer engineering build career engineering industry work leading corporate hitech environment along team committed dedicated people core qualificationsprogramming skill cc matlab java verilog mips pythonlinux software skill eclipse net bean etap autocad quartus open stack open nebula open mp putty docker mininet m office equipment used oscillator logic analyze signal generator ubuntu virtual box vmware networking protocol tcpip udpipvipveigrdnsvpnsdnmplsbgpospfarpdhcpmplssnmp educationsouthern methodist universitydallastxexpected inmay bobby b lyle school engineering gradgpaexpected inmscomputer engineeringgpacomputer engineering mumbai universityexpected inmay beelectrical engineeringgpaelectrical engineering professional experienceoshkosh corplabstudent monitor student assistantpresentactively monitor studentsorganize schedulesprovide technical assistance lab devicesmaintain order study halltechnical presenter national level competition nirman february paper title medium voltage circuit breaker simulatorsecretary electrical engineer student association eesa aug may led team planning executing entire departmental fest vidyut organized eesaa member creative sponsorship committee college technical fest vector year member organizing committee blood donation camp organized college bombay hospitalpower consultantstrainee electrical engineerwas responsible relay setting electrical equipment used substation preparation electrical drawing using autocad includes oneline diagram area classification layout drawing schematic interconnection diagram detailed installation drawing etcfor kv kv kv kv kv v systemssiemens ltdinternbuild medium voltage circuit breaker simulator used testing panel absence actual circuit breakerengineering projectprocess memory management operating system designed implemented simulated o using java general process memory,opportunity quidelortho unites strength quidel corporation ortho clinical diagnostics creating worldleading vitro diagnostics company awardwinning expertise immunoassay molecular testing clinical chemistry transfusion medicine strong business country providing answer fast accurate consistent testing needed home hospital lab clinic culture put team member first prioritizes action support happiness inspiration engagement strive build meaningful connection believe employee happiness business success linked join u mission transform power diagnostics healthier future role continue grow quidelortho seeking selfdriven proactive staff electrical engineer join rd instrument platform organization provide technical responsibility sustaining engineering lifecycle management activity improvement portfolio product individual eye creating custom engineering solution wellversed rd change control process driving result within project constraint schedule cost performance quality reliability objective guidance senior staff position located rochester ny responsibility support existing product field issue root cause analysis continuous improvementsupport existing product production line via obsolescence resolution standard dropin replacement board harness electrical redesignsdrive project change control process ensuring completion activity within compliance ie formal design review fmeca review design verification emcsafety testing etcmanagedrive multiple project parallel driving result timely manner maintain production line customer satisfactionperforms workrelated duty assigned individual required minimum year experience bachelor degree electrical engineering equivalent combination education experiencedemonstrated ability technical analysis including evaluation multiple candidate solution evaluation intangiblesdemonstrated ability ass manage incoming workloadsability propose method technique evaluation criterion realize product functionalityability work well team environmentexcellent organizational skillsexcellent communication influencing conflict resolution skillsexperience technical writing english fluencyability
0,2,professional summaryperceptive logical data analyst proven ability communicate technical professional endusers identify translate business requirement offering year experience driving data accuracy integrity proven ability build lead team talented professional develop valuable process solution meet business objective dedicated flexible individual bring charismatic energy year developed communication skill ability work sufficiently others individually strategic project management organization skill time experience customer service patient care health insurance helped excel within health care data analytic industry given opportunity continue grow learn within company skillsexcelsqlclients relation customer servicedata managementdata miningms officebusiness operationsdata interpretationanalyzing trendsoperational improvementsome vba reading capabilitynegotiations contractsmedical assistancedata analysiscreating new policy procedure workflowsworkflow optimizationquality assurance auditingproject management organizationmedical billing codingprocess improvementaccounts payable purchasing supportsoftware programmingproblem resolution educationfortis institute medvancenashville tnexpected diplomamedical assistinggpagraduated medical assisting diploma medical billing codingmiddle tennessee state universitymurfreesborotnexpected ingpacentennial high schoolfranklintnexpected inhigh school diplomagpa work historybadger daylightingmaster data management analyst iforest lakemncurrentassists master data management team ensure system data integrity using sql excel vbaidentify area data quality improvement resolve quality issue error detection correction process control improvement andor process redesign strategiestraining new existing employee building maintaining item contract within lawson well standard everyday workflowconduct data cleansing using excel sql rid system old unused inaccurate duplicative data upload sort analyze item contract data ensure accurate datacollaborates subject matter expert data steward define implement data strategy policy control program ensure global data accurate complete secure reliablesupport item vendor master maintenance general ledger gl category maintenance item agreement template creation requestorlocationpar location setupdemonstrate understanding data maintenance impact upon clinical business process operation use knowledge easier daily workflow department connectionwork account payable purchasing team member identify master data related improvement opportunitiesmaintain consistent taxonomy new item contract master datadeveloped data table database create relation table intermediate level allow efficient data retrievalperformed data cleaning data preparation support highquality data catch error processingevaluated statistical technique extracted sql lawson information research data provide different way ass robustness research outputscreated workflow step unit measure change within excel connection lawsonmaintain detailed communication affiliated hospital service request monthlyconducted quality check data source check inconsistency perform data cleaning activitiesevaluated reliability,arefor past year powered many digital experience fortune since grown people team member across globe engaged various digital modernization brief minute video u check business process anticipating requirement uncovering area improvement developing implementing solutionsleading ongoing review business process developing optimization strategiesstaying uptodate latest process advancement automate modernize systemsconducting meeting presentation share idea findingsperforming requirement analysisdocumenting communicating result effortseffectively communicating insight plan crossfunctional team member managementgathering critical information meeting various stakeholder producing useful reportsworking closely client technician managerial staffproviding leadership training coaching guidance junior staffallocating resource maintaining cost efficiencyensuring solution meet business need requirementsperforming user acceptance testingman
0,1,summary year experience developing portal software applicationssystems using sap net environment microsoft sharepoint technology enterprise entity including coordinating groundup planning programming implementation core module highlightscertified professional developeradvanced knowledge net environmentadvanced knowledge javascriptselfstarterteam playerproblem solverflexible adaptive experiencetocurrentfreelancer software engineerleidosbeavercreekdevelops software solution studying requirement analysis information need conferring stakeholdersperforms software design using software development fundamental process debug test deploy software solutionsdesign develop maintain key component software using asp microsoft net sharepoint client side technologiesimplementation business process management using sharepointbased workflowsactively participate product design review providing creative practical idea solution teamwork environmentprojectsexpo dubai intranet portal project human resource management using sharepoint expo universal scale registered exposition time slot sanctioned bureau internationalexpositionshrdfhuman resource development fund internet portal using sharepoint hrdf saudi institute aim build core base talented highly educated future saudileaders provide strong networking opportunitiestosap abap developer internibmcitygetting business requirement document functional consultant functional analyst analyze business requirementanalyze estimated time developmentdevelopment object abap applicationunit testing releasing object testing environment projectserc egyptian refining company sap implementation implementing sap ent,primary location melbourne florida vsoft consulting currently hiring application software engineering v premier client melbourne florida education experience year experience yearsbachelors degree computer science stem major science technology engineering math year experience architecture software design cloud technologiesproven understanding software system level design pattern using java related software ecosystemsneed experienced application architect design engineer experienced building cloud native application using microservice event driven architecture desired handson experience cloud native technology deployment customer engagementproven experience designing building microservicesexperience red hat technology quarkus red hat sso rhelexperience distributed sql system message system amqp kafkaexperience rally jira defectwork tracking tool capable generating agile metric report burnup burndown velocity etc interpreting result larger audience knowledge skill ability advanced understanding kubernetes software design pattern ha building observable microservicesability understand technology stack impact final productsuperior knowledge software development life cycle strong collaboration history quality engineering dev ops teamsstrong problemsolving ability capable articulating specific technical topic assignment others ability break complex problem estimate level effortunderstanding microservice based message driven architecturesexcellent communication skill ability interface senior leadership confidence clarityskilled providing oversight mentoring team member show ability effectively delegate workable work minimal supervisionable work well global team including timezone flexibility youll job responsibility lead coordinate domain technical business discussion relative architecture direction across product functional groupapply cloud native architecture utilizes microservices software development principle event driven architecture
0,1,summaryversatile dedicated problemsolving customer focused highlightsconcepts agile methodology embedded multithreading ooaood uml design pattern refactoring continuous intergation waterfall approach language cc javascript familiarity c bash script operating system unix window vxworks integrity nucleus io software net eclipse rational suit clearcase clearquest purify quantify rose mercurial fogbugz kiln peg workbench xcode perforce experiencesoftware engineer ivcurrentchange healthcaredeveloped lighting software gaming cabinet using proprietary hardware cabinet lighting increased revenue cabinet without lightinguser friendly api developed game designer allowed dynamic lighting event displayed versatile flexible expandable implementation agile c javascript linux continuous integrationsupported internal customer onsite training supportprovided lighting software support major gaming trade showsoftware engineer iimicrosoft corporationlas vegasnvimplemented tested c simulation application running linux tcp netcdf multithreading qtperformed system integration test two large subsystem c running linux used processing space based image product developed demonstrated test plan successfully sold customer requirement minimal red line zero action item multithreading high performancehigh reliability oodserved csci lead ird cross sensor image georegistration program ooaood c window vxworksserved group leader department coordinated delivered performance appraisal assisted training plan employee career development four group membersserved department recruiting coordinator coordinated phone screen interview support new grad recruitinginterfaced external vendor internal external customer meet program requirement follow best practicesperformed trade study embedded operating system embedded graphic package recommendation selected casedeveloped system software level requirement associated documentation support cmmi level accreditationprimary engineer design development embedded ui multiband p radio two display prepared ui demonstration major trade show ooaood cdeveloped evaluated prototype algorithm image matching utilizing mutual information custom memory management technique allocator ooaood c window vxw,role java developer duration month required skill developed web application using java jee html cs javas
0,2,summaryhighly motivated sale associate extensive customer service sale experience outgoing sale professional track record driving increased sale improving buying experience elevating company profile target market highlightsguest servicesinventory control proceduresmerchandising expertiseloss preventioncash register operationsproduct promotion experiencesoftware engineering internpresentintel corpsan diegocacreated full stack online platform analyzing cancertargetting antibodiescreated python program take input dna sequence antibody calculates sophisticated scientific metric protein structureimplemented hierarchical clustering algorithm group similar protein sequence using scikitlearndesigned implemented mysql databasesbuilt entire php backend connected mysqlbuilt responsive frontend bootstrap jquery ajax callsresearch assistantnew jersey institute technologynewarknjwrote code python scientific compu,servicenow ba perspective requirement year experience yr business analyst scrum master experience plus servicenow certification preferred csa safe scrum master cloud knowledge experience helpful aws aws certification azure enterprise infrastructure experience desired education experience bachelor degree relevant field computer science information technology business administration etc previous experience business analyst especially service management domain servicenow knowledge demonstrated knowledge experience servicenow platform functionality module application familiarity itsm process incident management change management problem management service catalog often required analytical skill strong analytical problemsolving skill identify business need analyze requirement translate practical servicenow configuration communication collaboration
0,2,summarydemonstrated ability analyze datasets draw conclusion converse professional diverse subject area diverse indepth experience exploratory data analysis categorical data analysis classification method linear regression shrinkage pca factor analysis clustering technique mixed effect model repeated measure survival analysis probability distribution fitting experimental design enthusiastic selfmotivated problem solver work effectively within multidisciplinary team detailoriented professional outstanding analytical problemsolving skill excellent oral written communication skill highlightsr matlab sa sa enterprise jmp spssproficient microsoft office excel powerpoint word outlooklean six sigma white beltlean six sigma yellow beltcertified six sigma green belt american society quality experiencedata analyst statisticiantopresentohsuklamath fallsorused descriptive statistic assist auditor control testing various internal proceduresused correlation linear regression describe audit rating trend performance across organizationcommunicated finding b,position business analyst ivlocation st louis mo onsite day oneduration month contract hire job description review analyzes evaluates information technology system operation determines user need requirement recommends way
0,1,summaryhighly motivated sale associate extensive customer service sale experience outgoing sale professional track record driving increased sale improving buying experience elevating company profile target market highlightslabview virtuoso cadence design suite p le c cadence schematic editor awr microwave office matlabsimulink code composer studio national instrument pxi texas instrument vlct ic testing ate programming language c c python assembly vhdl experiencetopresentelectrical design engineerworking developing next generation intelligent downhole oil drilling toolsworking automating calibration process accelerometer magnetometer working developing automated test system using labview pythontoresearch assistantrockwell automation incworked developing high accuracy gps system also finding outlier large collection cotton fiber crosssection scan datatoproduct engineering interndartmouth college developed hardware software,opportunity quidelortho unites strength quidel corporation ortho clinical diagnostics creating worldleading vitro diagnostics company awardwinning expertise immunoassay molecular testing clinical chemistry transfusion medicine strong business country providing answer fast accurate consistent testing needed home hospital lab clinic culture put team member first prioritizes action support happiness inspiration engagement strive build meaningful connection believe employee happiness business success linked join u mission transform power diagnostics healthier future role continue grow quidelortho seeking selfdriven proactive staff electrical engineer join rd instrument platform organization provide technical responsibility sustaining engineering lifecycle management activity improvement portfolio product individual eye creating custom engineering solution wellversed rd change control process driving result within project constraint schedule cost performance quality reliability objective guidance senior staff position located rochester ny responsibility support existing product field issue root cause analysis continuous improvementsupport existing product production line via obsolescence resolution standard dropin replacement board harness electrical redesignsdrive project change control process ensuring completion activity within compliance ie formal design review fmeca review design verification emcsafety testing etcmanagedrive multiple project parallel driving result timely manner maintain production line customer satisfactionperforms workrelated duty assigned individual required minimum year experience bachelor degree electrical engineering equivalent combination education experiencedemonstrated ability technical analysis including evaluation multiple candidate solution evaluation intangiblesdemonstrated ability ass manage incoming workloadsability propose method technique evaluation criterion realize product functionalityability work well team environmentexcellent organizational skillsexcellent communication influencing conflict resolution skillsexperience technical writing english fluencyability
0,2,summaryrecent graduate nucamp coding bootcamp excellent research technical problemsolving skill detailoriented able learn new technology quickly ambitious careerfocused job seeker anxious obtain entrylevel python developerdevops position help launch career achieving company goalsexperience working different software development life cycle sdlc strategy view agile scrum waterfall modelstrong skill object oriented programming oop concept object oriented design ood analysis uml modeling design patternsgood knowledge oop objective oriented programming like inheritance polymorphism encapsulation abstractiongood knowledge django flaskgood knowledge cloud like aws azure google cloudgood knowledge advanced python like lambda recursive function iterators generatorsdesign implement test service experience microservice oriented architecturegood knowledge developing front end web application using html cssgood knowledge waterfall agile scrum software development methodologiesstrong problemsolving organizing communication planning skill ability work individually team environmentselfmotivated able set effective priority achieve immediate longterm goal meet deadlinesgood organizational interpersonal communication skill flexibility skillspostgresqloracletesting deploymenthtml csspythongitdjangoflasksplunkmultitasking experiencexxxtoxxxsoftware qa engineeramrockphoenixazdetailoriented documentation user guide sport issue discrepancy align feature comply standardseffective clear communication developer stakeholder regarding noncompliance existing code update compiler evolving standard best practice java pythongood time management perform metaanalysis past test result screen weakness program architecture suggest redesign architecture design advisablecollaborated developer technical support representative identifying bug determine appropriate team consult resolving issueconducted debugging new updated application review event log using splunk recommended solutionsreviewed application report submitted product owner technical support representative triageworked agile,primary location melbourne florida vsoft consulting currently hiring application software engineering v premier client melbourne florida education experience year experience yearsbachelors degree computer science stem major science technology engineering math year experience architecture software design cloud technologiesproven understanding software system level design pattern using java related software ecosystemsneed experienced application architect design engineer experienced building cloud native application using microservice event driven architecture desired handson experience cloud native technology deployment customer engagementproven experience designing building microservicesexperience red hat technology quarkus red hat sso rhelexperience distributed sql system message system amqp kafkaexperience rally jira defectwork tracking tool capable generating agile metric report burnup burndown velocity etc interpreting result larger audience knowledge skill ability advanced understanding kubernetes software design pattern ha building observable microservicesability understand technology stack impact final productsuperior knowledge software development life cycle strong collaboration history quality engineering dev ops teamsstrong problemsolving ability capable articulating specific technical topic assignment others ability break complex problem estimate level effortunderstanding microservice based message driven architecturesexcellent communication skill ability interface senior leadership confidence clarityskilled providing oversight mentoring team member show ability effectively delegate workable work minimal supervisionable work well global team including timezone flexibility youll job responsibility lead coordinate domain technical business discussion relative architecture direction across product functional groupapply cloud native architecture utilizes microservices software development principle event driven architecture
0,1,summaryhighly motivated sale associate extensive customer service sale experience outgoing sale professional track record driving increased sale improving buying experience elevating company profile target market highlightsguest servicesinventory control proceduresmerchandising expertiseloss preventioncash register operationsproduct promotion experiencesoftware engineering internpresentintel corpsan diegocacreated full stack online platform analyzing cancertargetting antibodiescreated python program take input dna sequence antibody calculates sophisticated scientific metric protein structureimplemented hierarchical clustering algorithm group similar protein sequence using scikitlearndesigned implemented mysql databasesbuilt entire php backend connected mysqlbuilt responsive frontend bootstrap jquery ajax callsresearch assistantnew jersey institute technologynewarknjwrote code python scientific compu,primary location melbourne florida vsoft consulting currently hiring application software engineering v premier client melbourne florida education experience year experience yearsbachelors degree computer science stem major science technology engineering math year experience architecture software design cloud technologiesproven understanding software system level design pattern using java related software ecosystemsneed experienced application architect design engineer experienced building cloud native application using microservice event driven architecture desired handson experience cloud native technology deployment customer engagementproven experience designing building microservicesexperience red hat technology quarkus red hat sso rhelexperience distributed sql system message system amqp kafkaexperience rally jira defectwork tracking tool capable generating agile metric report burnup burndown velocity etc interpreting result larger audience knowledge skill ability advanced understanding kubernetes software design pattern ha building observable microservicesability understand technology stack impact final productsuperior knowledge software development life cycle strong collaboration history quality engineering dev ops teamsstrong problemsolving ability capable articulating specific technical topic assignment others ability break complex problem estimate level effortunderstanding microservice based message driven architecturesexcellent communication skill ability interface senior leadership confidence clarityskilled providing oversight mentoring team member show ability effectively delegate workable work minimal supervisionable work well global team including timezone flexibility youll job responsibility lead coordinate domain technical business discussion relative architecture direction across product functional groupapply cloud native architecture utilizes microservices software development principle event driven architecture
0,1,summaryfull stack software engineer year experience software industry professional creative responsible proven analytical skill knowledge microsoft net platform php passionate new technology software development fast learner focused problem solver great team player lover good software development practice including system development life cycle sdlc highlightsc phptechnologiesservices aspnet aspnet mvc aspnet web api ef adonet tsql net framework linq razor hangfire signalr html html xml cs cs json ajax jquery angularjs bootstrap soap rest alfresco ecm alfresco activiti bpm alfresco ocr ocr tesseract aws aws ec codeigniter composer google map api apache web server apache tomcat plpgsql latexdatabases m sql server postgresql mysqlsource code control svn gitproject management tool redmine gforgeides visual studio phpstorm netbeans intellij idea zend studiooperating system microsoft window gnulinuxmethodologies standard scrum rup xp dirk isad g iso experiencesoftware developerpeoriaecuadormodeled process using bpm workflow help desk module alfresco activiti bpmdesigned created de alfresco content model help desk moduledeveloped using xml javascript alfresco rest web service jquery bootstrap freemarker workflow modeledintegrated alfresco ecm microsoft office webdav protocolsoftware net developercityecuadordeveloped using c aspnet mvc aspnet web api adonet net framework ef linq sql server hangfire signalr m sql server tsql angularjs jquery html cs mysql largescale parking system scratchrewrote redesigned poorly parking system implemented nodejsrewrote entire backend c frontend aspnet mvc aspnet web api angularjs jquery javascript bootstrap user friendlydeveloped using hangfire perform net job scheduling signalr create realtime application allowed bidirectional communication server clientcreated sync job listened record sensor mysql database synchronized m sql server database showed realtime result dashboarddeveloped using php jasperreports php rest web service api mysql angularjs jquery html cs bootstrap report module integrate police management systemcoded using plpgsql several query compare recover million damaged recordssoftwar,primary location melbourne florida vsoft consulting currently hiring application software engineering v premier client melbourne florida education experience year experience yearsbachelors degree computer science stem major science technology engineering math year experience architecture software design cloud technologiesproven understanding software system level design pattern using java related software ecosystemsneed experienced application architect design engineer experienced building cloud native application using microservice event driven architecture desired handson experience cloud native technology deployment customer engagementproven experience designing building microservicesexperience red hat technology quarkus red hat sso rhelexperience distributed sql system message system amqp kafkaexperience rally jira defectwork tracking tool capable generating agile metric report burnup burndown velocity etc interpreting result larger audience knowledge skill ability advanced understanding kubernetes software design pattern ha building observable microservicesability understand technology stack impact final productsuperior knowledge software development life cycle strong collaboration history quality engineering dev ops teamsstrong problemsolving ability capable articulating specific technical topic assignment others ability break complex problem estimate level effortunderstanding microservice based message driven architecturesexcellent communication skill ability interface senior leadership confidence clarityskilled providing oversight mentoring team member show ability effectively delegate workable work minimal supervisionable work well global team including timezone flexibility youll job responsibility lead coordinate domain technical business discussion relative architecture direction across product functional groupapply cloud native architecture utilizes microservices software development principle event driven architecture
0,1,summaryoracle certified associate java se programmer secured designing developing mobileweb apps fullstack developer year professional experience intersnhips fulltime job awarded intern week internship ericsson highlightsjava c android hibernate c c hadoop java swing machine learning jee javascript typescript rest jsp json php ajax jquery mysql nosql html cs xml o tool used azure eclipse intellij git bitbucket agile unixlinux securecrt wireshark winscp experiencesoftware engineerpresentamentumpalm beachflworking cloud platform microsoft azure develop mobile web application energy industrydesigning developing testing mobile app android web app using frontend technologiesworking server side generate tweet twitter mobile alert generated using c phantomjsusing machine learning algorithm predict power market price different isos azure ml studiopart member developer team hence handling whole project scratch end includes designing developing testing reporting documentation predictive analysisdevelopment environment java c android rest json typescript javascript html machine learning predictive analysis azure machine learning studioengineer internty lin internationalcharlestonscworked proxy layer att network taking ownership internal acceptance testing new site buildsmaintenance window testing site get upgraded add new feature fix issue previous releasesawarded intern week th week internship dedication hard work toward,primary location melbourne florida vsoft consulting currently hiring application software engineering v premier client melbourne florida education experience year experience yearsbachelors degree computer science stem major science technology engineering math year experience architecture software design cloud technologiesproven understanding software system level design pattern using java related software ecosystemsneed experienced application architect design engineer experienced building cloud native application using microservice event driven architecture desired handson experience cloud native technology deployment customer engagementproven experience designing building microservicesexperience red hat technology quarkus red hat sso rhelexperience distributed sql system message system amqp kafkaexperience rally jira defectwork tracking tool capable generating agile metric report burnup burndown velocity etc interpreting result larger audience knowledge skill ability advanced understanding kubernetes software design pattern ha building observable microservicesability understand technology stack impact final productsuperior knowledge software development life cycle strong collaboration history quality engineering dev ops teamsstrong problemsolving ability capable articulating specific technical topic assignment others ability break complex problem estimate level effortunderstanding microservice based message driven architecturesexcellent communication skill ability interface senior leadership confidence clarityskilled providing oversight mentoring team member show ability effectively delegate workable work minimal supervisionable work well global team including timezone flexibility youll job responsibility lead coordinate domain technical business discussion relative architecture direction across product functional groupapply cloud native architecture utilizes microservices software development principle event driven architecture
0,2,professional summaryhighly skilled software development professional bringing year software design development integration offering advanced knowledge cloud component data ingestion javapythonjavascript programming language skillspython java html cs javascriptapplication framework gcp bigquery pubsub apache beam k stackdriver grafana tableau sumo logic datadog new relic apigee angular nodejs spring spring mvc spring boot spring data spring cloud netflix ossjpa maven tomcat hibernate express redis postgresql mongodb docker restful api nginx tensorflow nlpreact git apache bench developerstableautablestomcatworkshops work historysoftware developercurrentmaxar technology ltdrestonvadesigned deployed first data ingestion pipeline google cloud platform gcp using cloud pubsub cloud dataflow cloud dataprep bigquery stackdriver collect store monitor event data streaming ingestion pipeline help data scientist team collecting order level dataevents iot device status without touching production database support realtime data collecting designed implemented ingestion service schema store using typescript ingestion service schema store helped entire team automatic generating unpacking pipeline secondary table internal consumer designed implemented javascript sdk ingest url publish event backend service iot device rd party service using jwt token authorization apigee api key management tool collaborated data scientist team collect requirement demand prediction model delivered etl table using bigquery apache beamdataflow cloud dataprep supported data scientistengineer team ml model including order preparation dynamic pricing etc implemented kpi dashboard crossfunctional leadership monitor data growth weekly team data scientist monitor data ingestion data quality dailyused tableau grafana build data model visualize data hosting million daily data entry led team software developer collect user requirement factory oper,x alphabet moonshot factory diverse group inventor entrepreneur build launch technology aim improve life million even billion people goal x impact world intractable problem improvement approach project aspiration riskiness research speed ambition startup team tidal team x working moonshot protect ocean preserve ability support life help feed humanity sustainably initial area focus developing hardware software technology bring greater visibility understanding whats happening water learn project tidal role applied machine learning software engineer tidal working alongside software engineer perception expert research scientist develop deploy stateoftheart method create platform leveraging perception machine learning solve humanity biggest problem food production renewable energy climate change sustainably utilizing ocean role enable developer run ml workflow smoothly efficiently develop sustainable scalable solution ensure reliability performance ml workflow improve engineer productivity ultimately help advance perception ml platform love getting tech work challenging real world problem please apply make x impact work customer understand problem space run experiment collect data design novel breakthrough ml solution profile ml performance model level system level identify performance bottleneck optimization opportunitiesimprove streamline largescale machine learning workflow training inference analyzing understanding fixing bottlenecksenable b
0,1,summaryto obtain entrylevel position electrical engineer allowing utilize education skill gaining valuable work experience team oriented environment educationbsbiomedical diagnostics therapeutic sciencesexpected inapril oakland universitygpastatusbiomedical diagnostics therapeutic scienceselectrical engineeringexpected indecember wayne state universitygpastatusgpa experienceelectrical engineer coopcurrentmks instrument incward hillmaachieve highest integrity reliability metering systemtest advanced metering infrastructure meter ami productiontest different meter billing error perform bench testing mechanical electrical meter demand accuracyperform bench testing calibration electrical equipmentreduce stock number current transformersperform live field testing current transformer purchasewrite standard work instruction bulletin procedure equipmentprovide technical support metering departmenttrack meter,opportunity quidelortho unites strength quidel corporation ortho clinical diagnostics creating worldleading vitro diagnostics company awardwinning expertise immunoassay molecular testing clinical chemistry transfusion medicine strong business country providing answer fast accurate consistent testing needed home hospital lab clinic culture put team member first prioritizes action support happiness inspiration engagement strive build meaningful connection believe employee happiness business success linked join u mission transform power diagnostics healthier future role continue grow quidelortho seeking selfdriven proactive staff electrical engineer join rd instrument platform organization provide technical responsibility sustaining engineering lifecycle management activity improvement portfolio product individual eye creating custom engineering solution wellversed rd change control process driving result within project constraint schedule cost performance quality reliability objective guidance senior staff position located rochester ny responsibility support existing product field issue root cause analysis continuous improvementsupport existing product production line via obsolescence resolution standard dropin replacement board harness electrical redesignsdrive project change control process ensuring completion activity within compliance ie formal design review fmeca review design verification emcsafety testing etcmanagedrive multiple project parallel driving result timely manner maintain production line customer satisfactionperforms workrelated duty assigned individual required minimum year experience bachelor degree electrical engineering equivalent combination education experiencedemonstrated ability technical analysis including evaluation multiple candidate solution evaluation intangiblesdemonstrated ability ass manage incoming workloadsability propose method technique evaluation criterion realize product functionalityability work well team environmentexcellent organizational skillsexcellent communication influencing conflict resolution skillsexperience technical writing english fluencyability
